(city(Tlaxiaco)) --> (gender(f)), {C=0.004377006127808579}
(buy(908)) --> (marital status(S)), {C=0.0035016049022468633}
(marital status(S)) --> (buy(908)), {C=0.0035016049022468633}
(buy(909)) --> (marital status(S)), {C=0.0034043380994066724}
(marital status(S)) --> (buy(909)), {C=0.0034043380994066724}
(buy(910)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(910)), {C=0.0023344032681645753}
(buy(911)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(911)), {C=0.0025289368738449568}
(buy(912)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(912)), {C=0.0028207372823655288}
(buy(913)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(913)), {C=0.0023344032681645753}
(buy(914)) --> (marital status(S)), {C=0.003307071296566482}
(marital status(S)) --> (buy(914)), {C=0.003307071296566482}
(buy(915)) --> (marital status(S)), {C=0.0029180040852057193}
(marital status(S)) --> (buy(915)), {C=0.0029180040852057193}
(buy(916)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(916)), {C=0.002723470479525338}
(buy(917)) --> (marital status(S)), {C=0.0034043380994066724}
(marital status(S)) --> (buy(917)), {C=0.0034043380994066724}
(buy(918)) --> (marital status(S)), {C=0.0022371364653243847}
(marital status(S)) --> (buy(918)), {C=0.0022371364653243847}
(buy(919)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(919)), {C=0.0023344032681645753}
(buy(920)) --> (marital status(S)), {C=0.0022371364653243847}
(marital status(S)) --> (buy(920)), {C=0.0022371364653243847}
(buy(921)) --> (marital status(S)), {C=0.00301527088804591}
(marital status(S)) --> (buy(921)), {C=0.00301527088804591}
(buy(922)) --> (marital status(S)), {C=0.0024316700710047662}
(marital status(S)) --> (buy(922)), {C=0.0024316700710047662}
(buy(923)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(923)), {C=0.0025289368738449568}
(buy(924)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(924)), {C=0.0026262036766851473}
(buy(925)) --> (marital status(S)), {C=0.0032098044937262913}
(marital status(S)) --> (buy(925)), {C=0.0032098044937262913}
(buy(926)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(926)), {C=0.0028207372823655288}
(buy(927)) --> (marital status(S)), {C=0.003112537690886101}
(marital status(S)) --> (buy(927)), {C=0.003112537690886101}
(buy(928)) --> (marital status(S)), {C=0.003598871705087054}
(marital status(S)) --> (buy(928)), {C=0.003598871705087054}
(buy(929)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(929)), {C=0.0025289368738449568}
(buy(930)) --> (marital status(S)), {C=0.0034043380994066724}
(marital status(S)) --> (buy(930)), {C=0.0034043380994066724}
(buy(931)) --> (marital status(S)), {C=0.003307071296566482}
(marital status(S)) --> (buy(931)), {C=0.003307071296566482}
(buy(933)) --> (marital status(S)), {C=0.0034043380994066724}
(marital status(S)) --> (buy(933)), {C=0.0034043380994066724}
(buy(934)) --> (marital status(S)), {C=0.0024316700710047662}
(marital status(S)) --> (buy(934)), {C=0.0024316700710047662}
(buy(935)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(935)), {C=0.0025289368738449568}
(buy(936)) --> (marital status(S)), {C=0.0032098044937262913}
(marital status(S)) --> (buy(936)), {C=0.0032098044937262913}
(buy(937)) --> (marital status(S)), {C=0.0035016049022468633}
(marital status(S)) --> (buy(937)), {C=0.0035016049022468633}
(buy(938)) --> (marital status(S)), {C=0.0034043380994066724}
(marital status(S)) --> (buy(938)), {C=0.0034043380994066724}
(buy(939)) --> (marital status(S)), {C=0.0032098044937262913}
(marital status(S)) --> (buy(939)), {C=0.0032098044937262913}
(buy(940)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(940)), {C=0.0023344032681645753}
(buy(941)) --> (marital status(S)), {C=0.0024316700710047662}
(marital status(S)) --> (buy(941)), {C=0.0024316700710047662}
(buy(942)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(942)), {C=0.0023344032681645753}
(buy(943)) --> (marital status(S)), {C=0.003112537690886101}
(marital status(S)) --> (buy(943)), {C=0.003112537690886101}
(buy(944)) --> (marital status(S)), {C=0.0022371364653243847}
(marital status(S)) --> (buy(944)), {C=0.0022371364653243847}
(buy(945)) --> (marital status(S)), {C=0.0024316700710047662}
(marital status(S)) --> (buy(945)), {C=0.0024316700710047662}
(buy(946)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(946)), {C=0.0028207372823655288}
(buy(947)) --> (marital status(S)), {C=0.0029180040852057193}
(marital status(S)) --> (buy(947)), {C=0.0029180040852057193}
(buy(948)) --> (marital status(S)), {C=0.003987938916447816}
(marital status(S)) --> (buy(948)), {C=0.003987938916447816}
(buy(949)) --> (marital status(S)), {C=0.0024316700710047662}
(marital status(S)) --> (buy(949)), {C=0.0024316700710047662}
(buy(950)) --> (marital status(S)), {C=0.003112537690886101}
(marital status(S)) --> (buy(950)), {C=0.003112537690886101}
(buy(951)) --> (marital status(S)), {C=0.003112537690886101}
(marital status(S)) --> (buy(951)), {C=0.003112537690886101}
(buy(952)) --> (marital status(S)), {C=0.0046688065363291505}
(marital status(S)) --> (buy(952)), {C=0.0046688065363291505}
(buy(953)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(953)), {C=0.0026262036766851473}
(buy(954)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(954)), {C=0.0025289368738449568}
(buy(955)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(955)), {C=0.0025289368738449568}
(buy(956)) --> (marital status(S)), {C=0.0029180040852057193}
(marital status(S)) --> (buy(956)), {C=0.0029180040852057193}
(buy(957)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(957)), {C=0.0023344032681645753}
(buy(958)) --> (marital status(S)), {C=0.003112537690886101}
(marital status(S)) --> (buy(958)), {C=0.003112537690886101}
(buy(959)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(959)), {C=0.0025289368738449568}
(buy(960)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(960)), {C=0.0023344032681645753}
(buy(961)) --> (marital status(S)), {C=0.0032098044937262913}
(marital status(S)) --> (buy(961)), {C=0.0032098044937262913}
(buy(962)) --> (marital status(S)), {C=0.003112537690886101}
(marital status(S)) --> (buy(962)), {C=0.003112537690886101}
(buy(963)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(963)), {C=0.0028207372823655288}
(buy(964)) --> (marital status(S)), {C=0.00301527088804591}
(marital status(S)) --> (buy(964)), {C=0.00301527088804591}
(buy(965)) --> (marital status(S)), {C=0.003307071296566482}
(marital status(S)) --> (buy(965)), {C=0.003307071296566482}
(buy(966)) --> (marital status(S)), {C=0.00301527088804591}
(marital status(S)) --> (buy(966)), {C=0.00301527088804591}
(buy(967)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(967)), {C=0.002723470479525338}
(buy(968)) --> (marital status(S)), {C=0.003307071296566482}
(marital status(S)) --> (buy(968)), {C=0.003307071296566482}
(buy(969)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(969)), {C=0.002723470479525338}
(buy(970)) --> (marital status(S)), {C=0.0035016049022468633}
(marital status(S)) --> (buy(970)), {C=0.0035016049022468633}
(buy(971)) --> (marital status(S)), {C=0.003598871705087054}
(marital status(S)) --> (buy(971)), {C=0.003598871705087054}
(buy(972)) --> (marital status(S)), {C=0.0032098044937262913}
(marital status(S)) --> (buy(972)), {C=0.0032098044937262913}
(buy(973)) --> (marital status(S)), {C=0.0024316700710047662}
(marital status(S)) --> (buy(973)), {C=0.0024316700710047662}
(buy(974)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(974)), {C=0.0026262036766851473}
(buy(975)) --> (marital status(S)), {C=0.003890672113607626}
(marital status(S)) --> (buy(975)), {C=0.003890672113607626}
(buy(976)) --> (marital status(S)), {C=0.0032098044937262913}
(marital status(S)) --> (buy(976)), {C=0.0032098044937262913}
(buy(977)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(977)), {C=0.002723470479525338}
(buy(978)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(978)), {C=0.0023344032681645753}
(buy(979)) --> (marital status(S)), {C=0.0020426028596440037}
(marital status(S)) --> (buy(979)), {C=0.0020426028596440037}
(buy(980)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(980)), {C=0.0028207372823655288}
(buy(981)) --> (marital status(S)), {C=0.001945336056803813}
(marital status(S)) --> (buy(981)), {C=0.001945336056803813}
(buy(982)) --> (marital status(S)), {C=0.0032098044937262913}
(marital status(S)) --> (buy(982)), {C=0.0032098044937262913}
(buy(983)) --> (marital status(S)), {C=0.0020426028596440037}
(marital status(S)) --> (buy(983)), {C=0.0020426028596440037}
(buy(984)) --> (marital status(S)), {C=0.0029180040852057193}
(marital status(S)) --> (buy(984)), {C=0.0029180040852057193}
(buy(985)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(985)), {C=0.0028207372823655288}
(buy(986)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(986)), {C=0.0026262036766851473}
(buy(987)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(987)), {C=0.0025289368738449568}
(buy(988)) --> (marital status(S)), {C=0.00301527088804591}
(marital status(S)) --> (buy(988)), {C=0.00301527088804591}
(buy(989)) --> (marital status(S)), {C=0.0022371364653243847}
(marital status(S)) --> (buy(989)), {C=0.0022371364653243847}
(buy(990)) --> (marital status(S)), {C=0.0022371364653243847}
(marital status(S)) --> (buy(990)), {C=0.0022371364653243847}
(buy(991)) --> (marital status(S)), {C=0.0035016049022468633}
(marital status(S)) --> (buy(991)), {C=0.0035016049022468633}
(buy(992)) --> (marital status(S)), {C=0.0029180040852057193}
(marital status(S)) --> (buy(992)), {C=0.0029180040852057193}
(buy(993)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(993)), {C=0.002723470479525338}
(buy(994)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(994)), {C=0.002723470479525338}
(buy(995)) --> (marital status(S)), {C=0.0034043380994066724}
(marital status(S)) --> (buy(995)), {C=0.0034043380994066724}
(buy(996)) --> (marital status(S)), {C=0.0029180040852057193}
(marital status(S)) --> (buy(996)), {C=0.0029180040852057193}
(buy(997)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(997)), {C=0.0028207372823655288}
(buy(998)) --> (marital status(S)), {C=0.0029180040852057193}
(marital status(S)) --> (buy(998)), {C=0.0029180040852057193}
(buy(999)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(999)), {C=0.0023344032681645753}
(buy(1000)) --> (marital status(S)), {C=0.0035016049022468633}
(marital status(S)) --> (buy(1000)), {C=0.0035016049022468633}
(buy(1001)) --> (marital status(S)), {C=0.0024316700710047662}
(marital status(S)) --> (buy(1001)), {C=0.0024316700710047662}
(buy(1002)) --> (marital status(S)), {C=0.0029180040852057193}
(marital status(S)) --> (buy(1002)), {C=0.0029180040852057193}
(buy(1003)) --> (marital status(S)), {C=0.0024316700710047662}
(marital status(S)) --> (buy(1003)), {C=0.0024316700710047662}
(buy(1004)) --> (marital status(S)), {C=0.0029180040852057193}
(marital status(S)) --> (buy(1004)), {C=0.0029180040852057193}
(buy(1005)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(1005)), {C=0.002723470479525338}
(buy(1006)) --> (marital status(S)), {C=0.0032098044937262913}
(marital status(S)) --> (buy(1006)), {C=0.0032098044937262913}
(buy(1007)) --> (marital status(S)), {C=0.00301527088804591}
(marital status(S)) --> (buy(1007)), {C=0.00301527088804591}
(buy(1008)) --> (marital status(S)), {C=0.0020426028596440037}
(marital status(S)) --> (buy(1008)), {C=0.0020426028596440037}
(buy(1009)) --> (marital status(S)), {C=0.0029180040852057193}
(marital status(S)) --> (buy(1009)), {C=0.0029180040852057193}
(buy(1010)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1010)), {C=0.0026262036766851473}
(buy(1011)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(1011)), {C=0.0028207372823655288}
(buy(1012)) --> (marital status(S)), {C=0.003307071296566482}
(marital status(S)) --> (buy(1012)), {C=0.003307071296566482}
(buy(1013)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(1013)), {C=0.0028207372823655288}
(buy(1014)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1014)), {C=0.0026262036766851473}
(buy(1015)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(1015)), {C=0.0023344032681645753}
(buy(1016)) --> (marital status(S)), {C=0.002139869662484194}
(marital status(S)) --> (buy(1016)), {C=0.002139869662484194}
(buy(1017)) --> (marital status(S)), {C=0.00301527088804591}
(marital status(S)) --> (buy(1017)), {C=0.00301527088804591}
(buy(1018)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1018)), {C=0.0026262036766851473}
(buy(1019)) --> (marital status(S)), {C=0.003112537690886101}
(marital status(S)) --> (buy(1019)), {C=0.003112537690886101}
(buy(1020)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(1020)), {C=0.0023344032681645753}
(buy(1021)) --> (marital status(S)), {C=0.0034043380994066724}
(marital status(S)) --> (buy(1021)), {C=0.0034043380994066724}
(buy(1022)) --> (marital status(S)), {C=0.0022371364653243847}
(marital status(S)) --> (buy(1022)), {C=0.0022371364653243847}
(buy(1023)) --> (marital status(S)), {C=0.002139869662484194}
(marital status(S)) --> (buy(1023)), {C=0.002139869662484194}
(buy(1024)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(1024)), {C=0.0028207372823655288}
(buy(1025)) --> (marital status(S)), {C=0.002139869662484194}
(marital status(S)) --> (buy(1025)), {C=0.002139869662484194}
(buy(1026)) --> (marital status(S)), {C=0.0022371364653243847}
(marital status(S)) --> (buy(1026)), {C=0.0022371364653243847}
(buy(1027)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1027)), {C=0.0025289368738449568}
(buy(1028)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1028)), {C=0.0026262036766851473}
(buy(1029)) --> (marital status(S)), {C=0.0020426028596440037}
(marital status(S)) --> (buy(1029)), {C=0.0020426028596440037}
(buy(1030)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(1030)), {C=0.0028207372823655288}
(buy(1031)) --> (marital status(S)), {C=0.003598871705087054}
(marital status(S)) --> (buy(1031)), {C=0.003598871705087054}
(buy(1032)) --> (marital status(S)), {C=0.0022371364653243847}
(marital status(S)) --> (buy(1032)), {C=0.0022371364653243847}
(buy(1033)) --> (marital status(S)), {C=0.00301527088804591}
(marital status(S)) --> (buy(1033)), {C=0.00301527088804591}
(buy(1034)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1034)), {C=0.0025289368738449568}
(buy(1036)) --> (marital status(S)), {C=0.0029180040852057193}
(marital status(S)) --> (buy(1036)), {C=0.0029180040852057193}
(buy(1037)) --> (marital status(S)), {C=0.0022371364653243847}
(marital status(S)) --> (buy(1037)), {C=0.0022371364653243847}
(buy(1038)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(1038)), {C=0.002723470479525338}
(buy(1039)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1039)), {C=0.0026262036766851473}
(buy(1040)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(1040)), {C=0.0023344032681645753}
(buy(1041)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1041)), {C=0.0026262036766851473}
(buy(1042)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(1042)), {C=0.002723470479525338}
(buy(1043)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1043)), {C=0.0026262036766851473}
(buy(1044)) --> (marital status(S)), {C=0.0034043380994066724}
(marital status(S)) --> (buy(1044)), {C=0.0034043380994066724}
(buy(1045)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(1045)), {C=0.0028207372823655288}
(buy(1046)) --> (marital status(S)), {C=0.0034043380994066724}
(marital status(S)) --> (buy(1046)), {C=0.0034043380994066724}
(buy(1047)) --> (marital status(S)), {C=0.0034043380994066724}
(marital status(S)) --> (buy(1047)), {C=0.0034043380994066724}
(buy(1048)) --> (marital status(S)), {C=0.003112537690886101}
(marital status(S)) --> (buy(1048)), {C=0.003112537690886101}
(buy(1049)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(1049)), {C=0.0023344032681645753}
(buy(1050)) --> (marital status(S)), {C=0.003112537690886101}
(marital status(S)) --> (buy(1050)), {C=0.003112537690886101}
(buy(1052)) --> (marital status(S)), {C=0.0020426028596440037}
(marital status(S)) --> (buy(1052)), {C=0.0020426028596440037}
(buy(1053)) --> (marital status(S)), {C=0.0024316700710047662}
(marital status(S)) --> (buy(1053)), {C=0.0024316700710047662}
(buy(1054)) --> (marital status(S)), {C=0.0029180040852057193}
(marital status(S)) --> (buy(1054)), {C=0.0029180040852057193}
(buy(1055)) --> (marital status(S)), {C=0.00301527088804591}
(marital status(S)) --> (buy(1055)), {C=0.00301527088804591}
(buy(1056)) --> (marital status(S)), {C=0.002139869662484194}
(marital status(S)) --> (buy(1056)), {C=0.002139869662484194}
(buy(1057)) --> (marital status(S)), {C=0.0032098044937262913}
(marital status(S)) --> (buy(1057)), {C=0.0032098044937262913}
(buy(1058)) --> (marital status(S)), {C=0.0034043380994066724}
(marital status(S)) --> (buy(1058)), {C=0.0034043380994066724}
(buy(1059)) --> (marital status(S)), {C=0.0029180040852057193}
(marital status(S)) --> (buy(1059)), {C=0.0029180040852057193}
(buy(1060)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(1060)), {C=0.0023344032681645753}
(buy(1061)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1061)), {C=0.0026262036766851473}
(buy(1062)) --> (marital status(S)), {C=0.0022371364653243847}
(marital status(S)) --> (buy(1062)), {C=0.0022371364653243847}
(buy(1063)) --> (marital status(S)), {C=0.0029180040852057193}
(marital status(S)) --> (buy(1063)), {C=0.0029180040852057193}
(buy(1064)) --> (marital status(S)), {C=0.0034043380994066724}
(marital status(S)) --> (buy(1064)), {C=0.0034043380994066724}
(buy(1065)) --> (marital status(S)), {C=0.0024316700710047662}
(marital status(S)) --> (buy(1065)), {C=0.0024316700710047662}
(buy(1066)) --> (marital status(S)), {C=0.0029180040852057193}
(marital status(S)) --> (buy(1066)), {C=0.0029180040852057193}
(buy(1067)) --> (marital status(S)), {C=0.003112537690886101}
(marital status(S)) --> (buy(1067)), {C=0.003112537690886101}
(buy(1068)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1068)), {C=0.0026262036766851473}
(buy(1069)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1069)), {C=0.0026262036766851473}
(buy(1070)) --> (marital status(S)), {C=0.003307071296566482}
(marital status(S)) --> (buy(1070)), {C=0.003307071296566482}
(buy(1071)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1071)), {C=0.0025289368738449568}
(buy(1072)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1072)), {C=0.0026262036766851473}
(buy(1073)) --> (marital status(S)), {C=0.002139869662484194}
(marital status(S)) --> (buy(1073)), {C=0.002139869662484194}
(buy(1074)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1074)), {C=0.0026262036766851473}
(buy(1075)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(1075)), {C=0.0023344032681645753}
(buy(1076)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(1076)), {C=0.002723470479525338}
(buy(1077)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(1077)), {C=0.002723470479525338}
(buy(1078)) --> (marital status(S)), {C=0.0020426028596440037}
(marital status(S)) --> (buy(1078)), {C=0.0020426028596440037}
(buy(1079)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1079)), {C=0.0025289368738449568}
(buy(1080)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(1080)), {C=0.0028207372823655288}
(buy(1081)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(1081)), {C=0.0023344032681645753}
(buy(1082)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1082)), {C=0.0025289368738449568}
(buy(1083)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(1083)), {C=0.0023344032681645753}
(buy(1084)) --> (marital status(S)), {C=0.0032098044937262913}
(marital status(S)) --> (buy(1084)), {C=0.0032098044937262913}
(buy(1085)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1085)), {C=0.0026262036766851473}
(buy(1086)) --> (marital status(S)), {C=0.003307071296566482}
(marital status(S)) --> (buy(1086)), {C=0.003307071296566482}
(buy(1087)) --> (marital status(S)), {C=0.00301527088804591}
(marital status(S)) --> (buy(1087)), {C=0.00301527088804591}
(buy(1088)) --> (marital status(S)), {C=0.0022371364653243847}
(marital status(S)) --> (buy(1088)), {C=0.0022371364653243847}
(buy(1089)) --> (marital status(S)), {C=0.0024316700710047662}
(marital status(S)) --> (buy(1089)), {C=0.0024316700710047662}
(buy(1090)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(1090)), {C=0.002723470479525338}
(buy(1091)) --> (marital status(S)), {C=0.003890672113607626}
(marital status(S)) --> (buy(1091)), {C=0.003890672113607626}
(buy(1093)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1093)), {C=0.0026262036766851473}
(buy(1095)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1095)), {C=0.0026262036766851473}
(buy(1096)) --> (marital status(S)), {C=0.0029180040852057193}
(marital status(S)) --> (buy(1096)), {C=0.0029180040852057193}
(buy(1097)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(1097)), {C=0.0028207372823655288}
(buy(1099)) --> (marital status(S)), {C=0.0029180040852057193}
(marital status(S)) --> (buy(1099)), {C=0.0029180040852057193}
(buy(1100)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1100)), {C=0.0025289368738449568}
(buy(1101)) --> (marital status(S)), {C=0.002139869662484194}
(marital status(S)) --> (buy(1101)), {C=0.002139869662484194}
(buy(1102)) --> (marital status(S)), {C=0.0022371364653243847}
(marital status(S)) --> (buy(1102)), {C=0.0022371364653243847}
(buy(1103)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1103)), {C=0.0025289368738449568}
(buy(1104)) --> (marital status(S)), {C=0.0029180040852057193}
(marital status(S)) --> (buy(1104)), {C=0.0029180040852057193}
(buy(1105)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1105)), {C=0.0026262036766851473}
(buy(1106)) --> (marital status(S)), {C=0.002139869662484194}
(marital status(S)) --> (buy(1106)), {C=0.002139869662484194}
(buy(1107)) --> (marital status(S)), {C=0.0029180040852057193}
(marital status(S)) --> (buy(1107)), {C=0.0029180040852057193}
(buy(1109)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1109)), {C=0.0025289368738449568}
(buy(1110)) --> (marital status(S)), {C=0.001945336056803813}
(marital status(S)) --> (buy(1110)), {C=0.001945336056803813}
(buy(1111)) --> (marital status(S)), {C=0.00301527088804591}
(marital status(S)) --> (buy(1111)), {C=0.00301527088804591}
(buy(1113)) --> (marital status(S)), {C=0.0024316700710047662}
(marital status(S)) --> (buy(1113)), {C=0.0024316700710047662}
(buy(1114)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(1114)), {C=0.002723470479525338}
(buy(1115)) --> (marital status(S)), {C=0.0026262036766851473}
(marital status(S)) --> (buy(1115)), {C=0.0026262036766851473}
(buy(1117)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(1117)), {C=0.002723470479525338}
(buy(1118)) --> (marital status(S)), {C=0.001945336056803813}
(marital status(S)) --> (buy(1118)), {C=0.001945336056803813}
(buy(1119)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(1119)), {C=0.0028207372823655288}
(buy(1120)) --> (marital status(S)), {C=0.003112537690886101}
(marital status(S)) --> (buy(1120)), {C=0.003112537690886101}
(buy(1121)) --> (marital status(S)), {C=0.003112537690886101}
(marital status(S)) --> (buy(1121)), {C=0.003112537690886101}
(buy(1122)) --> (marital status(S)), {C=0.0024316700710047662}
(marital status(S)) --> (buy(1122)), {C=0.0024316700710047662}
(buy(1123)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(1123)), {C=0.0028207372823655288}
(buy(1124)) --> (marital status(S)), {C=0.003112537690886101}
(marital status(S)) --> (buy(1124)), {C=0.003112537690886101}
(buy(1125)) --> (marital status(S)), {C=0.0020426028596440037}
(marital status(S)) --> (buy(1125)), {C=0.0020426028596440037}
(buy(1126)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(1126)), {C=0.0023344032681645753}
(buy(1128)) --> (marital status(S)), {C=0.0024316700710047662}
(marital status(S)) --> (buy(1128)), {C=0.0024316700710047662}
(buy(1129)) --> (marital status(S)), {C=0.003598871705087054}
(marital status(S)) --> (buy(1129)), {C=0.003598871705087054}
(buy(1130)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1130)), {C=0.0025289368738449568}
(buy(1131)) --> (marital status(S)), {C=0.002723470479525338}
(marital status(S)) --> (buy(1131)), {C=0.002723470479525338}
(buy(1132)) --> (marital status(S)), {C=0.002139869662484194}
(marital status(S)) --> (buy(1132)), {C=0.002139869662484194}
(buy(1133)) --> (marital status(S)), {C=0.0028207372823655288}
(marital status(S)) --> (buy(1133)), {C=0.0028207372823655288}
(buy(1134)) --> (marital status(S)), {C=0.0035016049022468633}
(marital status(S)) --> (buy(1134)), {C=0.0035016049022468633}
(buy(1135)) --> (marital status(S)), {C=0.0022371364653243847}
(marital status(S)) --> (buy(1135)), {C=0.0022371364653243847}
(buy(1136)) --> (marital status(S)), {C=0.003307071296566482}
(marital status(S)) --> (buy(1136)), {C=0.003307071296566482}
(buy(1137)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1137)), {C=0.0025289368738449568}
(buy(1138)) --> (marital status(S)), {C=0.0025289368738449568}
(marital status(S)) --> (buy(1138)), {C=0.0025289368738449568}
(buy(1139)) --> (marital status(S)), {C=0.0020426028596440037}
(marital status(S)) --> (buy(1139)), {C=0.0020426028596440037}
(buy(1140)) --> (marital status(S)), {C=0.0023344032681645753}
(marital status(S)) --> (buy(1140)), {C=0.0023344032681645753}
